code,nom,dci,forme,dosage
6118010035036,"TUBERCULINE 2 UT / 0,1ML",TUBERCULINE,PREPARATION INJECTABLE INTRADERMIQUE,0.4 MG
6118000090489,NIDAZOL,METRONIDAZOLE,OVULE,500 MG
6118000010272,BOLINAN,POVIDONE,COMPRIME SECABLE,2 G
6118010001185,THIAM,THIAMPHENICOL,COMPRIME,250 MG
6118000020721,CICATRYL,PARACHLOROMETACRESOL / GAIAZULENE,POMMADE,120 / 7 MG / MG
6118001100347,MOVICOL,MACROGOL 3350,POUDRE POUR SOLUTION BUVABLE,13.125 G
6118010118388,AMBROLYS 30MG/5ML,AMBROXOL,SOLUTION BUVABLE,30 MG
6118000240563,OESTROGEL,OESTRADIOL,GEL,0.06 %
6118000120179,FLUZOFT,FLUOXETINE,GELULE,20 MG
6118000060840,RULID,ROXITHROMYCINE,COMPRIME PELLICULE,300 MG
6118000031925,POTASSIUM,GLUCONATE DE POTASSIUM,SIROP,15 %
6118000080107,TRESORIX,CYPROHEPTADINE / VITAMINES,SIROP,1.5 MG / NA
6118001160457,JANUVIA,SITAGLIPTINE,COMPRIME PELLICULE,100 MG
6118001040629,SIFROL 2.1 MG,PRAMIPEXOLE,COMPRIME LP,2.1 MG
6118001101139,LEVOTHYROX,LEVOTHYROXINE SODIQUE,COMPRIME SECABLE,200 µG
6118000240228,BUTOVENT,SALBUTAMOL,SOLUTION BUVABLE,2 MG/5ML
6118010000867,CETAXON,CEFOTAXIME,POUDRE POUR SOLUTION INJECTABLE,500 MG
6118000091226,DONTOMYCINE,SPIRAMYCINE,COMPRIME PELLICULE,3 MUI
6118000020042,ESCODYNE,VITAMINES / MINERAUX,COMPRIME EFFERVESCENT,nan NA / NA
6118010023316,ALFACAR,SUCRALFATE,SUSPENSION BUVABLE,1 G
6118000081272,VASCOR,TRIMETAZIDINE,COMPRIME PELLICULE,20 MG
6118001031016,VOLTFAST 50 MG,DICLOFENAC,POUDRE POUR SOLUTION BUVABLE,50 MG
6118000250081,CELEBREX,CELECOXIB,GELULE,200 MG
6118010120251,COVERAM 5MG/5MG,PERINDOPRIL / AMLODIPINE,COMPRIME,5 / 5 MG / MG
6118000081029,SUPRALOX,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,SUSPENSION BUVABLE,900 / 600 MG / MG
6118000180630,PROPOFAN,DEXTROPROPOXYPHENE / PARACETAMOL,COMPRIME,30 / 400 MG / MG
6118000070603,MEGAFLOX,CIPROFLOXACINE,COMPRIME PELLICULE,250 MG
6118001080731,VACCIN POLYOSIDIQUE MENINGOCOCCIQUE,VACCIN ANTIMENINGOCOCCIQUE A ET C,POUDRE POUR SUSPENSION INJECTABLE,nan nan
6118010120152,MYRIN 50,THALIDOMIDE,COMPRIME ENROBE,50 MG
6118000140238,EFDOL,PARACETAMOL,SUPPOSITOIRE,200 MG
6118010118395,AMBROLYS 15MG/5ML,AMBROXOL,SOLUTION BUVABLE,15 MG
6118001120154,GLUCAGEN HYPOKIT,GLUCAGON,POUDRE POUR SOLUTION INJECTABLE,1 MG
6118001100521,PREGNYL,GONADOTROPHINE CHORIONIQUE HUMAINE (HCG),LYOPHILISAT ET SOLVANT POUR USAGE PARENTERAL,5000 UI
6118010125850,FLUPEN 500 MG,FLUCLOXACILLINE,GELULE,500 MG
6118010125898,MEXINE 250 MG,CIPROFLOXACINE,COMPRIME PELLICULE,250 MG
6118000040460,ISUDRINE,ALUMINIUM / MAGNESIUM,SUSPENSION BUVABLE,12.38 / 152 G / MG
6118010120756,SERTRALINE GT,SERTRALINE,COMPRIME PELLICULE,50 MG
6118010118418,CATAFLAM 50 MG,DICLOFENAC,COMPRIME ENROBE,50 MG
6118001220250,HIBOR 5000 UI ANTI XA,BEMIPARINE,SOLUTION INJECTABLE,5000 UI
6118010116551,FLOXEDOL,OFLOXACINE,COLLYRE,3 MG
6118001070640,VEXOL,RIMEXOLONE,COLLYRE,1 %
6118001230099,DOBUTAMINE AGUETTANT 250 MG,DOBUTAMINE,POUDRE POUR SOLUTION INJECTABLE,250 MG
6118010115530,SOCLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,POUDRE POUR SUSPENSION BUVABLE,1 / 125 G / MG
6118000021650,SOLACY,L-CYSTINE / SOUFFRE PRECIPITE,GELULE,72.6 / 22 MG / MG
6118001270453,PRAVASTATINE GT 40 MG,PRAVASTATINE,COMPRIME,40 MG
6118010024689,MORBILVAX VACCIN,VACCIN ANTIROUGEOLEUX,PREPARATION INJECTABLE,nan nan
6118000032960,ZYRDOL,METRONIDAZOLE,COMPRIME,250 MG
6118000230205,SERDEP 20 MG,FLUOXETINE,GELULE,20 MG
6118001080397,GRANOCYTE 34,LENOGRASTIM,POUDRE POUR SOLUTION INJECTABLE,33.6 MUI
6118010000492,ISTACYNE,DOXYCYCLINE,COMPRIME,100 MG
6118000050704,CO-ANGINIB,LOSARTAN / HYDROCHLOROTHIAZIDE,COMPRIME PELLICULE,50 / 12.5 MG / MG
6118000020967,MANNITOL 20 % SOTHEMA,MANNITOL,SOLUTION POUR PERFUSION,20 %
6118000150213,SUPRADYNE PRONATAL,MULTIVITAMINES ET MINERAUX,COMPRIME ENROBE,nan nan
6118001170524,CAMPTO,IRINOTECAN,SOLUTION A DILUER POUR PERFUSION,40 MG
6118001100361,NORMACOL LAVEMENT ENF,PHOSPHATE DISODIQUE / PHOSPHATE MONOSODIQUE,SOLUTION RECTALE,4.8 / 10.92 G / MG
6118001180660,COLLYRE BLEU,METHYLTHIONINIUM HYDROXYDE / NAPHAZOLINE,COLLYRE,2 / 5 MG / MG
6118001180547,BLEU PATENTE,BLEU PATENTE,SOLUTION INJECTABLE,2.5 %
6118001090266,RHEUMON IM,ETOFENAMATE,SOLUTION INJECTABLE,1 G/2ML
6118000010258,BENADRYL,DIPHENHYDRAMINE,SOLUTION BUVABLE,3.5 G
6118000240464,ISOFRA,FRAMYCETINE,SOLUTION POUR PULVERISATION NASALE,0.8 MUI
6118010001161,DIASTAB,GLICLAZIDE,COMPRIME SECABLE,80 MG
6118001120604,LESCOL,FLUVASTATINE,GELULE,20 MG
6118000120438,PYOSTACINE,PRISTINAMYCINE,COMPRIME PELLICULE SECABLE,500 MG
6118001170487,DEPO MEDROL,METHYLPREDNISOLONE,SUSPENSION INJECTABLE,80 MG
6118000040620,PERSANTINE,DIPYRIDAMOL,COMPRIME ENROBE,75 MG
6118001230167,DOPAMINE AGUETTANT 10MG/ML,DOPAMINE,SOLUTION POUR PERFUSION,10 MG
6118001081288,XATRAL,ALFUZOSINE,COMPRIME PELLICULE,2.5 MG
6118000220268,SPASMOPLUS,PROPYPHENAZONE / CODEINE,COMPRIME ENROBE,220 / 25 MG / MG
6118001110612,CAUSTINERF ARSENICAL,EPHEDRINE,PATE DENTAIRE,1 %
6118001140459,FORTUM,CEFTAZIDIME,POUDRE POUR SOLUTION INJECTABLE,500 MG
6118001150991,OKARUBICIN,DOXORUBICINE,LYOPHILISAT POUR SOLUTION INJECTABLE,10 MG
6118010121340,BETASERC 24 MG,BETAHISTINE,COMPRIME,24 MG
6118000090434,MACROCID,ERYTHROMYCINE,COMPRIME,500 MG
6118000060086,HEMIDAONIL,GLIBENCLAMIDE,COMPRIME SECABLE,2.5 MG
6118000080725,GIVALEX,HEXETIDINE / CHOLINE SALICYLATE,SOLUTION POUR BAIN DE BOUCHE,100 / 500 MG / MG
6118001021260,ONDANSETRON MYLAN 4 MG/2ML,ONDANSETRON,SOLUTION INJECTABLE,4 MG
6118001182886,GARDENAL,PHENOBARBITAL,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,40 MG
6118010126031,MAZAX 200 MG / 5 ML,AZITHROMYCINE,POUDRE POUR SUSPENSION BUVABLE,200 MG
6118001150755,HOMEOVOX,SOUCHE HOMEOPATHIQUE,COMPRIME ENROBE,nan nan
6118010118579,BIPERIDYS 20MG,DOMPERIDONE,COMPRIME PELLICULE SECABLE,20 MG
6118010117848,KLARCINE 500 MG,CLARITHROMYCINE,COMPRIME ENROBE,500 MG
6118010024337,FORMOMICIN,FORMOCORTAL / GENTAMICINE,COLLYRE,0.05 / 0.3 MG / G
6118010020186,NEVIPAN,NEVIRAPINE,COMPRIME,200 MG
6118010118166,MARVIL,OLANZAPINE,COMPRIME,5 MG
6118001121175,ACTIVELLE,ESTRADIOL / NORETHISTERONE,COMPRIME PELLICULE,1 / 0.5 MG / MG
6118000300021,ZOFORA,PIROXICAM,GELULE,20 MG
6118000081685,DEXATOPIC,DEXAMETHASONE / NANDROLONE,CREME,0.44 / 0.44 MG / MG
6118001030354,TRILEPTAL,OXCARBAZEPINE,COMPRIME PELLICULE,300 MG
6118000033028,DI-INDO 50 MG,INDOMETACINE,COMPRIME EFFERVESCENT,50 MG
6118001110643,GRINZOLE,METRONIDAZOLE,PATE DENTAIRE,10 G
6118000080688,SRILANE,IDROCILAMIDE,CREME,5 G
6118010020384,REDLIP,SIMVASTATINE,COMPRIME ENROBE SECABLE,20 MG
6118000060314,ARTANE,TRIHEXYPHENIDYLE,COMPRIME,5 MG
6118001182077,PULVO 47,CATALASE / HEXAMIDINE,POUDRE POUR APPLICATION LOCALE,800000 / 40 UI / MG
6118010120091,ZOXAN LP 4MG,DOXAZOSINE,COMPRIME LP,4 MG
6118001101993,EUPANTOL 40 MG,PANTOPRAZOLE,COMPRIME GASTRO-RESISTANT,40 MG
6118001141166,TRACRIUM,ATRACURIUM,SOLUTION INJECTABLE,25 MG
6118000340096,ARES,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118000010999,MICROLAX,SORBITOL / CITRATE DE SODIUM,GEL RECTAL,4.465 / 0.45 G / G
6118001070664,ZYPREXA,OLANZAPINE,COMPRIME PELLICULE,5 MG
6118001170340,XALACOM,LATANOPROST / TIMOLOL,COLLYRE,50 / 5 µG / MG
6118001260041,BECLOJET,BECLOMETASONE,SOLUTION POUR INHALATION BUCCALE,250 µG
6118010025815,ZILDEN,DILTIAZEM,COMPRIME,60 MG
6118000040835,TRANSILAC,LACTULOSE,SOLUTION BUVABLE,50 MG
6118000170129,CIPROXINE MONODOSE,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118001180851,DOTAREM,ACIDE GADOTERIQUE,SOLUTION INJECTABLE,0.5 MMOLE
6118000180432,RISORDAN,ISOSORBIDE DINITRATE,COMPRIME SECABLE,10 MG
6118000100171,STABLON,TIANEPTINE,COMPRIME ENROBE,12.5 MG
6118000140467,SULFAPRIM FORT,SULFAMETHOXAZOLE / TRIMETHOPRIME,COMPRIME,800 / 160 MG / MG
6118000140634,VASOBRAL,DIHYDROERGOCRYPTINE,SOLUTION BUVABLE,50 MG
6118000071518,DI-ALGIK,PARACETAMOL / DEXTROPROPOXYPHENE,GELULE,400 / 30 MG / MG
6118001071449,AGRASTAT 50 MICROGRAMMES/ML,TIROFIBAN,SOLUTION POUR PERFUSION,50 µG
6118001181674,MAXEPA,HUILE NATURELLE DE CHAIR DE POISSON,CAPSULE,1 G
6118010120602,MICROPAKINE LP,VALPROATE DE SODIUM,GRANULE LP,500 MG
6118000080596,CANTABILINE 400,HYMECROMONE,COMPRIME,400 MG
6118000070672,MONONITRIL,ISOSORBIDE MONONITRATE,COMPRIME SECABLE,40 MG
6118010116100,PIVALONE,TIXOCORTOL,SUSPENSION NASALE,1 %
6118000033059,LEVAMOX 500 MG/62.5 MG,AMOXICILLINE / ACIDE CLAVULANIQUE,COMPRIME EFFERVESCENT,500 / 62.5 MG / MG
6118001230518,ONDANSETRON AGUETTANT 2 MG/ML,ONDANSETRON,SOLUTION INJECTABLE,4 MG
6118010035210,THYMOGLOBULINE,IMMUNOGLOBULINES DE LAPIN ANTITHYMOCYTES HUMAINS,POUDRE POUR SOLUTION INJECTABLE,25 MG
6118000033004,PARANTAL 300 MG,PARACETAMOL,GRANULE,300 MG
6118001181421,ISUPREL,ISOPRENALINE,SOLUTION POUR PERFUSION,0.2 MG
6118000050810,BRONXOL,AMBROXOL,SOLUTION BUVABLE,0.3 %
6118000081630,CRISTAL ENF,GLYCERINE,SUPPOSITOIRE,1.2 G
6118000081470,SPECTRUM G,CIPROFLOXACINE,COMPRIME PELLICULE,500 MG
6118000242093,MELOXAM 15 MG PROMOPHARM,MELOXICAM,COMPRIME,15 MG
6118001020218,DOBUTAMINE MYLAN,DOBUTAMINE,SOLUTION A DILUER POUR PERFUSION,250 MG
6118000280064,HUMEX EXPECTORANT ENFANTS ET NOURRISONS,CARBOCYSTEINE,SIROP,2 %
6118010023538,ARGO,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,SUSPENSION BUVABLE,500 / 267 MG / MG
6118000070344,CLOMITER,CLOTRIMAZOLE,SOLUTION POUR APPLICATION LOCALE,1 %
6118000240488,PARACETAL,PARACETAMOL,COMPRIME SECABLE,500 MG
6118001070107,AVONEX 30 µG,INTERFERON BETA-1A,SOLUTION INJECTABLE,30 µG
6118000030331,LIDOCAINE 2% LAPROPHAN,LIDOCAINE,SOLUTION INJECTABLE,2 %
6118001050475,ROCEPHIN,CEFTRIAXONE,POUDRE POUR PERFUSION,2 G
6118000031956,SORBHEPATIC,SORBITOL / PHOSPHATE DISODIQUE,COMPRIME EFFERVESCENT,1.5 / 0.05 G / G
6118000170075,BAYCUTENE N,CLOTRIMAZOLE / DEXAMETHASONE,CREME,1 / 40 G / MG
6118001080328,CORTANCYL,PREDNISONE,COMPRIME,1 MG
6118000070818,THROMBOPAT,TICLOPIDINE,COMPRIME PELLICULE,250 MG
6118010029356,PIPORTIL L4,PIPOTIAZINE,SOLUTION INJECTABLE,25 MG
6118010113963,CHAMPIX,VARENICLINE,COMPRIME PELLICULE,0.5 MG/1MG
6118001181384,HYPNOMIDATE,ETOMIDATE,SOLUTION INJECTABLE,2 MG
6118010024313,FLUSKIN NEOMYCINE,FLUOCINONIDE / NEOMYCINE,POMMADE,0.05 / 0.05 G / G
6118000010081,ACTI-5,DEANOL / MAGNESIUM,SOLUTION BUVABLE,100 / 25 MG / MG
6118001020577,EMLA 5%,LIDOCAINE / PRILOCAINE,CREME,5 / 5 % / %
6118000012030,HEPT-A-MYL,HEPTAMINOL,SOLUTION POUR GOUTTES BUVABLES,30.5 %
6118001090549,KOGENATE 500 UI,OCTOCOG ALPHA (FVIII RECOMBINANT),POUDRE POUR SOLUTION INJECTABLE,500 UI
6118000250517,ALDACTAZINE,SPIRONOLACTONE / ALTIZIDE,COMPRIME ENROBE SECABLE,25 / 15 MG / MG
6118010034565,ONSET,ONDANSETRON,SOLUTION INJECTABLE,8 MG
6118000320029,HEMOPUR B1,CONCENTRE POUR HEMODIALYSE,SOLUTION POUR HEMODIALYSE,nan nan
6118001050772,MIRCERA 250 µG/0.3 ML,EPOETINE BETA,SOLUTION INJECTABLE,250 µG
6118000191001,CLARIL,CLARITHROMYCINE,COMPRIME,500 MG
6118000140979,DISPAMOX 125 MG,AMOXICILLINE,POUDRE POUR SUSPENSION BUVABLE,125 MG
6118010012938,LILLYPEN NPH,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118010120589,VALEX 500 MG,VALACICLOVIR,COMPRIME ENROBE,500 MG
6118001220106,SEROHALE 125 µG,SALMETEROL / FLUTICASONE,SUSPENSION POUR INHALATION BUCCALE,25 / 125 µG / µG
6118010121944,BICALUTAMIDE GT 150 MG,BICALUTAMIDE,COMPRIME PELLICULE,150 MG
6118000310037,ICANAL,NICARDIPINE,COMPRIME,20 MG
6118001100248,DIFRAREL E,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / ACETATE D'ALPHA-TOCOPHEROL,COMPRIME ENROBE,50 / 50 MG / MG
6118000010531,DUSPATALIN,MEBEVERINE,GELULE,200 MG
6118000040804,TRAMAL,TRAMADOL,GELULE,50 MG
6118010032165,ART 50,DIACERRHEINE,GELULE,50 MG
6118000012269,VIVACALCIUM,MULTIPLE,SOLUTION BUVABLE,nan nan
6118000071570,DILOVAC,CARVEDILOL,COMPRIME SECABLE,6.25 MG
6118001120512,HYDERGINE,DIHYDROERGOTOXINE,COMPRIME SECABLE,4.5 MG
6118001030149,DESFERAL,DEFEROXAMINE,POUDRE POUR SOLUTION INJECTABLE,0.5 G
6118000011316,POLYSILANE SANS SUCRE,DIMETICONE,GEL ORAL,2.25 G
6118000021292,STAGID,METFORMINE,COMPRIME SECABLE,280 MG
6118001320011,FORMOTEROL SMB 12 µG,FORMOTEROL,POUDRE POUR INHALATION,12 µG
6118001120208,INSULINE INSULATARD HM,INSULINE HUMAINE,SUSPENSION INJECTABLE INTERMEDIAIRE,100 UI
6118001200481,ETOPOSIDE EBEWE,ETOPOSIDE,SOLUTION A DILUER POUR PERFUSION,20 MG
6118000030737,SANMIGRAN,PIZOTIFENE,COMPRIME ENROBE,0.5 MG
6118001120857,SYNTOCINON,OXYTOCINE,SOLUTION INJECTABLE,5 UI
6118000060901,TOPLEXIL,OXOMEMAZINE / GUAIFENESINE,SIROP,0.033 / 0.666 G / G
6118000011040,MOTILIUM,DOMPERIDONE,SUSPENSION BUVABLE,1 MG/ML
6118010115677,PIROCAM SOTHEMA 20 MG/ML,PIROXICAM,SOLUTION INJECTABLE,20 MG
6118001101207,OLMETEC,OLMESARTAN,COMPRIME PELLICULE,10 MG
6118001270873,XYLATIN 100,OXALIPLATINE,POUDRE POUR SOLUTION POUR PERFUSION,100 MG
6118001140589,GAVISCON NOURRISSON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM NOURRISSON,SUSPENSION BUVABLE,500 / 267 MG / MG
6118000080374,EOSINE AQUEUSE,EOSINE,SOLUTION POUR APPLICATION LOCALE,2 G
6118010118548,ESAC 40 MG,ESOMEPRAZOLE,GELULE,40 MG
6118001170111,ESTRACYT,ESTRAMUSTINE,GELULE,140 MG
6118000081586,DOLMAX F.T. 125,PARACETAMOL,COMPRIME ORODISPERSIBLE,125 MG
6118001160167,RENITEC,ENALAPRIL,COMPRIME SECABLE,20 MG
6118001070497,RETACNYL,TRETINOINE,CREME,0.025 %
6118000011262,PIMAFUCORT,NATAMYCINE / NEOMYCINE,POMMADE,0.2 / 1250 G / UI
6118000090793,SPASMOPAN,N-BUTYL HYOSCINE,SOLUTION INJECTABLE,20 MG
6118000180234,PRINCI-B FORT,PYRIDOXINE (VITAMINE B6) / THIAMINE (VITAMINE B1),COMPRIME PELLICULE,50 / 250 MG / MG
6118001120895,BETADINE TULLE,POLYVIDONE IODEE,PANSEMENT MEDICAMENTEUX,10 %
6118001270323,FINASTERIDE GT 5MG,FINASTERIDE,COMPRIME PELLICULE,5 MG
6118000250586,DRAMAMINE,DIMENHYDRINATE,COMPRIME PELLICULE QUADRISECABLE,50 MG
6118000091967,VOMISTOP 0.1 %,METOCLOPRAMIDE,SOLUTION BUVABLE,0.1 %
6118000240051,AUREOMYCINE 3%,CHLORTETRACYCLINE,POMMADE,3 %
6118010118081,THIAM 250 MG/5ML,THIAMPHENICOL,GRANULE POUR SUSPENSION BUVABLE,250 MG
6118001270798,TOPIRAMATE GT 50 MG,TOPIRAMATE,COMPRIME PELLICULE,50 MG
6118000020479,BIOTONE,TEINTURE DE KOLA / ACIDE PHOSPHORIQUE,SOLUTION BUVABLE,3.36 / 0.28 G / G
6118010023491,AMUCHUN 5,CHLOROXYDANT / ELECTROLYTIQUE,SOLUTION POUR APPLICATION LOCALE,0.055 / 0.9 G / G
6118010020292,OLICLINOMEL N7-1000E,ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES,SOLUTION ET EMULSION POUR PERFUSION,nan NA / NA
6118000080619,FURADANTINE,NITROFURANTOINE,GELULE,50 MG
6118000030461,ULCIDINE,FAMOTIDINE,COMPRIME SECABLE,40 MG
6118001070695,FENOGAL,FENOFIBRATE,GELULE,200 MG
6118000090496,NIFARM,NIFEDIPINE,CAPSULE,10 MG
6118001090747,BONEFOS 800 MG,CLODRONATE DISODIQUE,COMPRIME PELLICULE,800 MG
6118001050802,ACTEMRA 80MG/4ML,TOCILIZUMAB,SOLUTION A DILUER POUR PERFUSION,80 MG/4ML
6118001030057,ACULAR,KETOROLAC,COLLYRE,0.5 %
6118000240655,PROGESTOGEL,PROGESTERONE,GEL,1 %
6118001270521,ARTELAC,HYPROMELLOSE,COLLYRE,3.20 MG
6118000120070,ATENOR,ATENOLOL,COMPRIME SECABLE,100 MG
6118010000560,CHRONO-INDOCID,INDOMETACINE,GELULE,75 MG
6118000090236,COLLUXID,CHLORHEXIDINE / BENZALKONIUM,SOLUTION POUR BAIN DE BOUCHE,100 / 250 MG / MG
6118000081753,PREDNI 20,PREDNISOLONE,COMPRIME EFFERVESCENT,20 MG
6118001140961,REQUIP 0.25 MG,ROPINIROLE,COMPRIME PELLICULE,0.25 MG
6118000070030,AMOXICILLINE LLORENTE,AMOXICILLINE,POUDRE POUR SUSPENSION BUVABLE,250 MG
6118000013136,DICLOFENAC WIN 50 MG,DICLOFENAC,COMPRIME ENROBE GASTRO-RESISTANT,50 MG
6118000040217,CODOLIPRANE,PARACETAMOL / CODEINE,COMPRIME SECABLE,400 / 20 MG / MG
6118000060826,PROFENID LP,KETOPROFENE,COMPRIME LP,200 MG
6118001182169,SELSUN,SULFURE DE SELENIUM,SUSPENSION POUR APPLICATION LOCALE,2.5 %
6118001081745,RILUTEK 50MG,RILUZOLE,COMPRIME PELLICULE,50 MG
6118001150465,OKA-VINBLASTIN,VINBLASTINE,POUDRE POUR SOLUTION INJECTABLE,10 MG
6118000082019,MEFSAL,MELOXICAM,COMPRIME SECABLE,15 MG
6118001120147,ESTROFEM,ESTRADIOL,COMPRIME PELLICULE,2 MG
6118010014017,BONDRONAT 6MG/6ML,ACIDE IBANDRONIQUE,SOLUTION A DILUER POUR PERFUSION,6 MG
6118001030095,CELLUVISC,CARMELLOSE,COLLYRE,4 MG/0.4ML
6118001030187,FEMARA,LETROZOLE,COMPRIME PELLICULE,2.5 MG
6118001100293,METEOSPASMYL,ALVERINE / SIMETHICONE,CAPSULE MOLLE,60 / 300 MG / MG
6118001270347,RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG,RAMIPRIL / HYDROCHLOROTHIAZIDE,COMPRIME,2.5/12.5 MG / MG
6118010032844,GONAL-F 75 UI,FOLLITROPINE ALFA,POUDRE POUR SOLUTION INJECTABLE,75 UI
6118000032229,MYCOSTATINE,NYSTATINE,SUSPENSION BUVABLE,100000 UI
6118001050819,ACTEMRA 200MG/10ML,TOCILIZUMAB,SOLUTION A DILUER POUR PERFUSION,200 MG/10ML
6118001030491,FLUORESCEINE 10 % FAURE,FLUORESCEINE SODIQUE,SOLUTION INJECTABLE,10 %
6118001120635,LOXEN,NICARDIPINE,COMPRIME SECABLE,20 MG
6118001170623,INSPRA 25 MG,EPLERENONE,COMPRIME PELLICULE,25 MG
6118010114038,OSMOSINE,HYDROXYDE DE MAGNESIUM,SUSPENSION BUVABLE,1 G/5ml
6118001081462,APIDRA,INSULINE HUMAINE,SOLUTION INJECTABLE,100 UI
6118000011460,SMECTA,DIOSMECTITE,POUDRE POUR SUSPENSION BUVABLE,3 G
6118000170303,THERMO-RHEUMON,ETOFENAMATE,CREME,10 %
6118000012474,TERALITHE,LITHIUM,COMPRIME SECABLE,250 MG
6118001020331,METRONIDAZOLE MYLAN,METRONIDAZOLE,SOLUTION POUR PERFUSION,500 MG
6118010118302,NORMATENS 50MG,ATENOLOL,COMPRIME,50 MG
6118001050185,KYTRIL,GRANISETRON,SOLUTION INJECTABLE,3 MG
6118001070831,MINIRIN,DESMOPRESSINE,COMPRIME,0.2 MG
6118001121212,NOVOSEVEN 240 KUI *,EPTACOG ALPHA ACTIVE ( R FVII),POUDRE POUR SOLUTION INJECTABLE,4.8 MG
6118001100637,HALOTHANE,HALOTHANE,SOLUTION POUR INHALATION,100 %
6118010121401,ULTIVA 5 MG,REMIFENTANIL,POUDRE POUR PREPARATION INJECTABLE,5 MG
6118001100743,DUOVIR,LAMIVUDINE / ZIDOVUDINE,COMPRIME PELLICULE,150 / 300 MG / MG
6118010019760,CUSIMOLOL,TIMOLOL,COLLYRE,0.5 %
6118001020645,MOPRAL,OMEPRAZOLE,GELULE GASTRO-RESISTANTE,10 MG
6118000080954,FLUVIC ENFANT,CARBOCYSTEINE,SIROP,2 G
6118000032823,ZOTROL,ATENOLOL,COMPRIME SECABLE,50 MG
6118000061441,RHINATHIOL PROMETHAZINE,CARBOCYSTEINE / PROMETHAZINE,SIROP,100 / 2.5 MG / MG
6118001184040,NICOPASS 1.5 MG SANS SUCRE MENTHE FRAICHEUR,NICOTINE,PASTILLE A SUCER,1.5 MG
6118010121166,WELLBUTRIN XR 300 MG,BUPROPION,COMPRIME PELLICULE LM,300 MG
6118000100218,VASTAREL LM,TRIMETAZIDINE,COMPRIME PELLICULE LM,35 MG
6118001270125,INDOBIOTIC,INDOMETACINE / GENTAMICINE,COLLYRE,1 / 3000 MG / UI
6118000081678,DECADURABOLIN,NANDROLONE,SOLUTION INJECTABLE,25 MG
6118000240013,ARGENT COLLOIDAL 5%,ARGENT COLLOIDAL,POMMADE,5 %
6118001290086,ENCIFER 100MG/5ML,FER,SOLUTION INJECTABLE POUR PERFUSION,100 / 5 MG/ML
6118000020424,HYDRACORT,HYDROCORTISONE,CREME,0.5 %
6118000020097,CHLORURE DE SODIUM 0.9%,CHLORURE DE SODIUM,SOLUTION POUR PERFUSION,0.9 %
6118001182428,TRINORDIOL,LEVONORGESTREL / ETHINYLESTRADIOL,COMPRIME ENROBE,0.05 / 0.03 MG / MG
6118001200276,RADIOSELECTAN URINAIRE ET VASCULAIRE,AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM,SOLUTION INJECTABLE,76 %
6118010117756,ROTARIX,"ROTAVIRUS HUMAIN, SOUCHE RIX4414",POUDRE POUR SUSPENSION BUVABLE,0 nan
6118001071166,ANDRAXAN,FLUTAMIDE,COMPRIME ENROBE,250 MG
6118001150205,NASONEX,MOMETASONE,SUSPENSION POUR PULVERISATION NASALE,50 µG
6118000120278,BERTOCIL,BETAXOLOL,COLLYRE,0.5 %
6118001070121,BETOPTIC,BETAXOLOL,COLLYRE,0.5 %
6118000180296,BI-ALGAN,PARACETAMOL / DEXTROPROPOXYPHENE,GELULE,400 / 30 MG / MG
6118000140757,ZOLTAN 50 MG,SILDENAFIL,COMPRIME ENROBE SECABLE,50 MG
6118001140701,INFANRIX IPV / HIB,VACCIN D.T.COQ.P.HIB,POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE,nan nan
6118000030843,SARGENOR,ASPARTATE D'ARGININE,COMPRIME EFFERVESCENT,1 G
6118001210022,CAPD/DPCA 2,CONCENTRE POUR DIALYSE PERITONEALE,SOLUTION POUR DIALYSE PERITONEALE,nan nan
6118000030454,STADIAR,LOPERAMIDE,GELULE,2 MG
6118001141869,SERETIDE 125,FLUTICASONE / SALMETEROL,SUSPENSION POUR INHALATION,125 / 25 µG / µG
6118001184279,VIDAZA 25 MG/ML,AZACITIDINE,POUDRE POUR SUSPENSION INJECTABLE,100 MG
6118010118128,ACEPRIL PLUS,PERINDOPRIL / INDAPAMIDE,COMPRIME,4 / 1.25 MG / MG
6118001310029,ULTRA-LEVURE 250MG,SACCHAROMYCES BOULARDII,GELULE,250 MG
6118000210061,PROGAST,OMEPRAZOLE,GELULE,20 MG
6118000010111,AGREAL,VERALIPRIDE,GELULE,100 MG
6118001020614,"MARCAINE 0,25 %",BUPIVACAINE,SOLUTION INJECTABLE,0.25 %
6118001251186,GEMCITABINE HOSPIRA 1 G,GEMCITABINE,POUDRE POUR SOLUTION POUR PERFUSION,1 G
6118001230198,METRONIDAZOLE BIEFFE MEDITAL,METRONIDAZOLE,SOLUTION POUR PERFUSION,500 MG
